crime_rate,gdp_capita,minority_percentage,freedom,infrastructure,life_expectancy,price_food,price_water,price_energy,price_housing,tax_progressiveness,openness,neuroticism,consciencitiousness,agreeableness,extraversion,intelligence,racism,skepticism,ambition,loyalty,local,national,income,job_satisfaction,age,education,crime_themselves,crime_on_him,tolerance,community,unemployment_time,personal_taxes_level,security,risk_aversion,public_spending,cost_of_living,minorities_support,stability,job_security,future_outlook,equality_markets,nation_globe,liberty_authority,tradition_progress
1.905,91659,0.15,0.617,0.869,78.0,453.827,221.074,4921.338,154446,0.204,0.278,-0.557,0.019,-0.421,-0.651,-0.043,-0.702,0.71,0.424,0.69,0.643,0.594,0.505,-0.779,31,0.088,0.021,0.169,0.557,0.626,0.415,0.426,-0.371,-0.044,0.394,0.569,0.204,0.035,-0.184,0.03,0.306,0.823,-0.9,1.0
0.658,50588,0.069,0.596,0.555,78.5,378.707,207.168,5218.226,83204,0.352,-0.529,0.192,-0.289,-0.035,0.089,-0.124,-0.662,0.222,0.479,-0.155,0.454,0.395,0.238,-0.211,18,0.031,0.06,0.96,0.634,-0.426,0.055,-0.28,0.782,0.052,-0.031,0.389,0.128,0.004,0.192,0.042,-0.668,0.47,-0.649,0.954
1.86,91809,0.139,0.664,0.993,76.7,421.325,227.206,5102.064,146051,0.378,0.031,0.502,-0.075,0.196,-0.461,-0.044,-0.185,-0.008,0.175,0.171,0.212,0.17,0.244,0.693,17,0.157,0.067,0.581,0.185,0.357,0.031,-0.388,0.589,0.006,0.539,0.495,0.4,0.004,0.448,0.031,0.255,0.022,-0.965,-0.056
1.988,101858,0.168,0.565,0.923,80.2,451.864,211.726,5095.906,153051,0.367,0.011,-0.355,-0.039,-0.376,-0.61,0.177,-0.137,-0.016,-0.581,-0.008,-0.391,-0.396,0.526,-0.478,26,0.87,0.073,0.538,0.031,-0.401,0.004,-0.432,0.28,-0.045,0.396,0.607,0.167,0.042,0.154,-0.015,-0.307,-0.325,0.377,0.352
0.595,41188,0.038,0.61,0.169,79.6,315.62,201.614,4900.274,56111,0.34,-0.237,0.221,0.243,0.386,-0.735,0.409,-0.006,0.597,-0.757,0.051,0.031,-0.188,0.501,0.689,27,0.634,0.073,0.204,0.064,0.407,0.093,0.08,0.795,-0.86,-0.074,0.25,0.232,0.794,0.544,-0.848,0.065,-0.542,-0.36,0.76
1.752,94063,0.209,0.624,0.952,81.1,456.137,225.24,5092.348,135035,0.178,-0.034,-0.314,0.033,-0.391,-0.575,0.174,0.118,-0.073,-0.532,0.014,-0.377,-0.386,0.47,-0.437,26,0.829,0.023,0.547,0.0,-0.254,0.005,-0.176,0.304,-0.111,0.467,0.571,0.116,0.032,0.049,-0.001,-0.41,-0.32,0.428,0.228
1.617,47914,0.078,0.655,0.542,81.6,360.78,213.247,4549.067,81925,0.325,-0.032,-0.625,0.254,0.224,-0.662,0.453,-0.389,0.449,-0.551,-0.083,0.135,0.203,0.549,0.836,47,0.827,0.033,0.511,0.177,0.191,0.05,-0.037,0.585,0.483,0.011,0.403,0.531,0.571,0.467,-0.067,-0.1,0.187,-0.584,0.63
2.164,87875,0.192,0.619,1.0,77.9,454.954,214.181,5055.096,154801,0.195,0.39,0.028,0.325,-0.061,-0.543,0.185,-0.857,0.422,0.944,0.008,0.136,-0.03,0.525,0.547,28,0.973,0.071,0.614,0.747,0.343,0.072,0.302,0.703,1.0,0.08,0.597,1.0,0.722,0.996,0.919,0.94,1.0,1.0,1.0
1.597,49993,0.087,0.638,0.464,80.3,390.779,213.36,5229.725,83919,0.374,0.299,-0.288,0.425,-0.106,0.217,0.034,-0.045,0.587,0.744,0.454,-0.105,-0.244,0.196,0.551,17,0.132,0.063,0.765,-0.028,0.214,0.052,0.567,0.867,0.049,1.0,0.386,0.432,0.0,0.994,-0.051,0.186,-0.444,-0.35,0.844
1.144,67686,0.23,0.716,0.781,78.4,611.706,200.249,4889.953,131517,0.117,-0.759,0.441,-0.828,-0.837,-0.821,0.214,0.846,-0.806,1.0,-0.917,-0.762,-0.819,0.924,1.0,29,0.023,0.03,1.0,-0.829,-0.904,0.257,0.019,-1.0,0.011,-1.0,0.877,1.0,0.029,-1.0,-0.017,0.963,-0.992,1.0,-1.0
1.613,98256,0.166,0.618,0.835,79.4,472.876,213.355,5271.332,137587,0.355,-0.328,0.008,-0.24,-0.574,-0.477,0.581,-0.44,0.44,-0.019,0.007,0.18,0.657,0.217,-0.377,18,0.134,0.101,0.128,0.398,-0.005,0.26,-0.038,-0.171,0.066,0.801,0.584,-0.07,-0.088,-0.506,0.084,0.358,-1.0,-0.857,-0.239
1.901,98137,0.19,0.621,0.896,79.1,464.73,218.52,5266.27,154758,0.204,-0.616,0.187,-0.827,-0.657,-0.778,0.955,1.0,0.501,-0.649,0.158,0.041,0.268,0.16,0.819,27,0.164,0.026,0.205,-0.868,-0.599,0.362,0.363,0.645,-0.559,-0.066,0.6,-0.76,0.424,0.071,-0.743,-0.049,-0.542,0.004,-0.428
1.047,45393,0.081,0.682,0.422,78.0,372.291,213.841,4847.229,94007,0.284,0.012,0.352,0.194,0.206,-0.208,0.258,-0.337,0.277,0.659,-0.337,0.02,0.396,0.242,-0.361,19,0.605,0.011,0.333,0.216,-0.16,0.063,-0.214,0.933,-0.363,0.052,0.358,0.675,0.824,0.585,0.287,0.442,0.783,-0.777,0.693
1.354,90727,0.182,0.614,0.966,78.9,471.983,218.068,5401.934,138861,0.315,-0.254,-0.614,-0.367,-0.393,-0.592,-0.01,0.007,0.409,0.982,-0.423,0.35,-0.247,0.209,-0.421,17,0.024,0.096,0.312,0.068,0.449,0.768,-0.003,0.658,0.078,0.919,0.637,-0.615,0.028,0.854,0.023,-0.072,0.736,1.0,0.642
1.686,45335,0.08,0.539,0.55,78.4,381.215,217.233,5111.98,93650,0.251,-0.014,0.359,0.256,0.283,-0.279,0.301,-0.411,0.159,0.682,-0.428,-0.006,0.396,0.234,-0.419,19,0.577,0.022,0.336,0.214,-0.225,0.033,-0.343,0.939,-0.313,-0.008,0.44,0.655,0.837,0.565,0.25,0.475,0.734,-0.712,0.648
0.976,49119,0.076,0.625,0.353,80.7,350.792,220.029,4949.507,79549,0.119,-0.428,0.188,-0.174,-0.012,-0.021,0.046,-0.492,0.123,0.378,-0.159,0.377,0.505,0.207,-0.16,18,-0.01,0.018,0.904,0.64,-0.408,0.084,0.161,0.822,-0.044,-0.125,0.353,0.241,-0.027,0.14,0.019,-0.755,0.468,-0.638,0.919
1.917,33733,0.221,0.578,0.342,78.2,210.948,148.937,3952.036,47743,0.122,-0.176,-0.206,-0.168,0.265,-0.576,-0.153,-0.046,0.006,0.163,-0.445,-0.23,-0.35,0.797,0.333,22,0.529,0.022,0.433,0.255,-0.038,0.222,-0.191,1.0,0.582,0.031,0.065,-0.692,-0.728,-0.832,0.73,-0.423,-0.57,0.498,-0.386
1.483,91996,0.169,0.608,0.886,82.8,439.445,223.367,5083.021,157676,0.33,-0.435,-0.751,0.091,-0.385,-0.106,0.016,0.105,0.561,-0.003,-0.196,0.446,-0.172,0.225,0.493,19,0.035,0.141,0.208,-0.338,0.544,0.066,-0.087,1.0,0.004,0.927,0.571,-1.0,-0.043,0.803,-0.083,-0.869,-0.992,0.459,-0.523
1.826,92041,0.217,0.683,0.964,81.5,490.835,210.486,5189.601,141855,0.35,0.158,-0.62,0.235,-0.107,0.19,0.496,-0.751,-0.192,1.0,0.014,0.326,0.048,0.179,-0.022,18,0.225,0.025,0.162,0.694,0.215,0.362,0.104,0.695,0.008,0.02,0.631,0.008,-0.058,0.113,0.025,0.936,0.309,-0.09,0.038
1.919,102748,0.176,0.571,0.979,78.0,417.302,213.118,5066.869,147962,0.229,0.42,0.17,0.389,0.311,0.272,0.468,-0.813,-0.585,1.0,0.59,0.456,0.277,0.185,1.0,19,0.535,0.127,0.49,0.975,0.736,0.453,0.051,0.152,0.606,0.117,0.434,0.55,0.559,0.529,0.518,0.01,0.246,0.406,0.56
1.37,93910,0.169,0.618,0.834,78.7,439.941,223.127,5136.861,139148,0.304,0.397,-0.556,-0.171,0.424,0.239,0.179,-1.0,-0.364,0.695,-0.265,-0.201,-0.458,0.204,-0.187,16,0.147,0.119,0.297,0.964,0.179,0.369,0.402,0.137,0.703,0.037,0.554,0.982,1.0,0.626,-0.454,-1.0,1.0,-0.652,0.855
1.261,104358,0.193,0.603,0.864,80.8,457.996,229.023,5273.98,148619,0.284,0.365,0.235,0.485,-0.334,0.412,0.12,-0.545,0.941,1.0,-0.044,-0.737,-0.82,0.525,0.043,17,0.063,0.128,0.68,0.239,0.95,0.071,0.138,-0.526,0.976,0.0,0.603,-0.991,-0.926,1.0,1.0,-0.56,0.998,-0.977,0.992
0.741,48420,0.098,0.653,0.487,78.3,384.581,216.029,5050.673,88423,0.149,-0.042,-0.212,-0.444,-0.203,-0.051,0.176,0.274,0.156,0.591,-0.207,0.286,0.174,0.158,-0.501,19,0.123,0.095,0.388,-0.165,0.227,0.066,-0.338,1.0,-0.002,1.0,0.432,0.053,-0.025,1.0,0.028,0.952,-1.0,-1.0,1.0
1.973,95772,0.19,0.58,0.799,84.2,435.757,224.295,5294.685,156983,0.171,0.165,-0.57,0.378,0.251,-0.049,-0.156,0.023,0.584,0.875,-0.295,0.53,0.629,0.2,-0.184,17,0.162,0.032,0.284,0.039,0.49,0.881,0.579,0.915,-0.066,-0.084,0.488,0.774,0.756,0.679,0.776,0.681,-0.74,-0.772,0.487
2.006,101993,0.166,0.61,0.81,77.8,441.623,221.649,5099.74,146869,0.185,0.441,-0.813,0.473,0.472,0.231,0.224,-0.911,0.013,0.03,-0.796,1.0,-0.792,0.494,-0.767,59,0.969,0.118,0.362,1.0,0.935,0.091,0.054,1.0,-0.012,0.057,0.544,0.028,0.949,0.986,1.0,-1.0,-0.022,-0.954,-0.015
1.103,45662,0.093,0.54,0.3,79.9,363.887,211.69,4677.07,71316,0.128,0.021,-0.411,0.185,0.037,-0.026,0.658,0.571,-0.19,0.379,0.587,0.038,0.038,0.238,0.732,26,0.58,0.089,0.263,-0.399,0.907,0.021,-0.468,0.982,0.715,0.018,0.332,-0.745,0.807,0.478,-0.034,0.827,-0.051,-0.839,-0.012
1.908,97153,0.171,0.639,0.953,76.3,455.408,218.836,5116.863,147643,0.391,0.162,0.078,-0.162,0.385,-0.031,0.14,-0.525,0.129,0.012,-0.371,0.059,-0.025,0.214,0.043,22,0.598,0.09,0.096,0.621,-0.006,0.798,-0.197,0.877,0.396,0.011,0.575,0.678,0.905,1.0,0.456,1.0,0.583,0.91,0.446
1.809,92909,0.187,0.537,1.0,79.9,445.681,223.845,5197.615,153623,0.22,0.364,-0.807,0.464,0.427,-0.809,0.064,-0.987,0.887,0.211,-0.768,0.041,-0.731,0.761,0.994,51,0.962,0.095,0.643,0.951,0.201,0.054,-0.259,-0.254,-0.017,-0.502,0.527,-0.707,0.021,-0.794,-0.025,-0.96,-0.677,-0.253,-0.659
1.429,95661,0.184,0.649,0.851,80.4,446.91,213.764,5150.823,151942,0.318,-0.057,-0.22,0.337,0.326,0.192,0.544,-0.544,-0.344,0.39,0.144,0.389,0.597,0.228,-0.046,19,0.172,0.031,0.395,0.507,0.411,0.03,-0.297,0.807,0.084,0.506,0.574,0.702,-0.024,0.855,0.094,0.664,0.027,-0.727,0.452
1.277,93261,0.186,0.586,0.998,79.6,466.191,222.063,5327.249,156941,0.128,-0.62,0.201,-0.82,-0.596,-0.755,0.524,0.774,0.453,-0.591,0.174,0.102,0.235,0.16,0.691,25,0.247,0.051,0.213,-0.817,-0.622,0.814,-0.31,0.593,-0.582,-0.019,0.566,-0.779,0.271,0.089,-0.866,-0.006,-0.501,0.051,-0.378
1.264,46289,0.079,0.605,0.555,81.7,372.956,216.596,5059.923,88531,0.192,0.006,-0.498,0.26,0.048,-0.225,0.574,-0.345,0.154,0.136,0.354,-0.183,0.26,0.152,-0.732,16,0.136,0.149,0.546,0.385,0.59,0.493,0.022,0.273,-0.108,0.395,0.377,0.643,-0.047,0.472,-0.008,0.374,0.17,-1.0,0.342
1.76,96185,0.18,0.495,0.874,80.7,448.38,214.456,5262.255,145714,0.189,0.356,0.192,0.394,-0.221,0.44,0.06,-0.221,0.976,0.982,-0.026,-0.822,-0.744,0.549,-0.02,16,0.052,0.132,0.693,0.183,1.0,0.04,-0.098,-0.444,0.989,-0.074,0.584,-1.0,-1.0,0.923,0.957,-0.608,1.0,-1.0,0.921
1.111,54256,0.121,0.684,0.635,80.6,374.076,216.847,5001.834,101518,0.155,0.509,0.413,-0.301,0.454,0.222,0.298,0.613,-0.112,0.822,-0.613,-0.775,-0.782,0.168,0.919,16,0.033,0.06,0.07,-0.632,-0.348,0.048,-0.268,1.0,0.012,-0.01,0.352,-0.037,-0.017,1.0,-0.01,0.606,-0.019,-1.0,0.863
2.282,95987,0.161,0.631,0.969,75.8,442.359,222.524,4989.754,150377,0.311,0.231,0.099,0.175,0.045,0.316,0.369,-0.744,-0.431,0.174,-0.144,0.649,0.641,0.195,-0.826,19,0.023,0.148,0.114,0.764,0.502,0.773,1.0,0.991,0.04,0.894,0.53,0.858,0.0,0.831,0.045,0.918,-0.004,-1.0,0.822
1.354,45008,0.084,0.709,0.63,80.6,384.424,208.633,4756.487,81702,0.166,-0.202,-0.595,-0.36,-0.431,-0.785,0.375,0.022,0.37,-0.245,-0.63,0.005,-0.113,0.202,0.414,28,0.029,0.02,0.276,-0.026,-0.218,0.669,0.015,0.836,0.069,0.808,0.396,0.594,-0.066,0.627,0.016,-0.497,0.219,0.89,-0.208
1.161,42367,0.04,0.673,0.072,81.0,316.376,199.798,4960.254,54034,0.225,0.004,-0.178,0.264,0.039,-0.333,0.125,-0.32,0.406,0.598,-0.156,0.22,0.226,0.97,0.652,31,0.885,0.059,0.401,0.332,0.011,0.091,-0.193,-0.462,0.085,-0.223,0.214,-0.66,-0.023,-0.508,0.013,-0.363,-0.215,-1.0,-0.496
1.169,51858,0.133,0.626,0.466,79.1,371.637,217.817,5126.285,84048,0.294,-0.07,0.417,0.203,-0.159,-0.445,0.003,-0.085,1.0,0.376,0.213,0.404,0.564,0.493,0.486,18,0.16,0.088,0.51,0.361,-0.046,0.019,0.392,0.976,-0.48,0.061,0.337,-0.031,0.951,1.0,0.489,0.018,0.019,-1.0,0.996
1.654,101097,0.187,0.614,0.969,82.4,442.674,216.639,5300.339,147047,0.233,0.14,-0.487,0.024,0.437,-0.777,0.174,-0.571,0.65,0.734,-0.331,0.167,0.229,0.218,-0.329,26,0.609,0.097,0.32,0.697,0.487,0.392,-0.327,0.873,-0.007,0.702,0.552,0.751,0.009,0.97,-0.006,0.726,-0.08,0.545,-0.025
1.925,87662,0.176,0.65,0.85,77.5,464.842,217.585,5113.221,146719,0.139,-0.134,0.05,0.182,-0.402,-0.601,0.413,-0.266,0.252,0.535,0.182,-0.441,0.198,0.156,-0.048,17,0.008,0.123,0.221,0.437,-0.432,0.074,0.583,-0.29,0.004,-0.479,0.566,0.122,0.023,0.59,0.026,0.516,0.458,0.548,0.139
2.262,38309,0.09,0.609,0.314,77.3,356.432,209.244,4865.122,52551,0.184,0.082,0.327,0.445,-0.339,-0.488,0.253,-0.57,0.439,0.42,-0.441,0.53,0.283,0.506,-0.143,27,0.135,0.113,0.409,0.646,-0.602,0.034,0.283,0.959,0.009,0.674,0.324,-0.035,-0.01,0.953,0.017,0.616,0.294,0.01,-0.372
1.287,55814,0.077,0.647,0.607,82.1,413.97,224.618,5056.918,101490,0.361,-0.111,-0.139,0.271,-0.047,-0.656,0.886,-0.473,0.305,0.805,0.407,0.276,0.223,0.746,0.82,24,0.866,0.106,0.526,0.659,0.028,0.026,0.501,0.393,-0.077,0.998,0.453,0.655,0.051,-0.105,0.045,-0.243,0.563,-0.246,0.458
1.352,91655,0.17,0.651,0.985,79.1,456.004,216.26,5394.777,135217,0.306,-0.176,0.153,0.038,0.2,-0.73,0.462,-0.504,0.198,0.216,-0.28,-0.211,0.206,0.245,-0.433,19,-0.034,0.146,0.447,0.292,0.17,0.877,0.461,0.258,-0.537,0.025,0.541,0.513,0.771,-0.063,0.015,0.723,0.363,-0.591,0.58
1.436,98182,0.187,0.57,0.947,78.9,462.172,221.088,5069.605,145696,0.238,0.069,-0.433,-0.006,-0.394,-0.667,-0.097,-0.251,0.033,-0.615,0.008,-0.571,-0.342,0.544,-0.411,20,0.899,0.094,0.526,-0.089,-0.492,0.037,-0.201,0.26,-0.005,0.559,0.569,0.165,-0.047,0.139,-0.021,-0.482,-0.268,0.48,0.369
1.85,90451,0.17,0.617,0.965,78.1,472.243,216.052,5168.788,139964,0.168,-0.217,-0.665,0.222,0.059,-0.171,0.572,0.179,-0.166,-0.076,0.428,0.22,-0.038,0.21,-0.035,27,0.64,0.011,0.432,-0.061,0.579,0.042,0.042,0.859,-0.181,0.045,0.636,0.42,0.849,0.6,-0.136,-0.104,0.237,-0.74,0.328
1.678,95326,0.179,0.52,0.971,78.1,458.522,216.31,5184.647,133254,0.14,0.076,-0.109,0.448,0.152,0.172,0.67,-0.236,-0.435,0.356,0.255,0.419,0.525,0.172,-0.198,16,0.158,0.096,0.373,0.36,0.451,0.061,-0.275,0.755,0.022,0.46,0.564,0.814,-0.02,0.762,-0.117,0.564,0.003,-0.74,0.493
1.395,89389,0.203,0.651,1.0,77.1,436.596,221.058,5688.838,154502,0.157,0.438,-0.741,0.401,0.412,0.408,-0.271,-0.519,-0.851,0.984,1.0,0.907,1.0,0.523,0.964,19,0.254,0.116,0.107,0.377,0.983,0.039,-0.538,1.0,0.992,0.0,0.515,0.951,0.93,0.914,1.0,1.0,1.0,-0.992,1.0
1.922,94611,0.175,0.638,0.978,79.3,452.994,220.106,5362.404,142089,0.208,-0.577,-0.538,-0.56,-0.225,0.001,0.558,0.278,0.145,-0.378,0.393,-0.042,0.019,0.17,-0.651,17,0.166,0.139,0.313,-0.415,-0.242,0.083,0.194,-0.004,0.754,0.025,0.517,-0.055,-0.018,-0.001,0.407,-0.058,-0.08,0.029,-0.007
1.503,92335,0.196,0.683,0.972,80.0,414.799,222.049,5365.642,137408,0.378,-0.212,0.452,0.019,-0.195,-0.198,0.275,0.351,0.623,0.113,-0.303,0.356,0.405,0.212,0.824,18,0.193,0.065,0.27,-0.222,-0.354,0.513,0.043,0.842,-0.05,0.543,0.429,0.328,-0.009,0.635,0.014,-0.873,-0.896,-0.819,0.777
1.539,95924,0.186,0.564,0.893,80.8,466.24,213.516,5055.595,139874,0.27,-0.395,0.235,0.071,0.02,-0.549,0.32,-0.71,0.25,-0.716,-0.0,-0.037,-0.199,0.183,-0.169,16,0.123,0.017,0.634,0.811,-0.217,0.685,0.292,0.798,0.029,0.653,0.596,0.232,-0.047,0.577,0.045,-0.547,0.29,-0.636,0.208
0.707,42468,0.093,0.573,0.211,82.3,369.618,211.236,4952.393,63933,0.291,0.378,-0.016,0.235,-0.064,-0.61,0.052,0.035,0.407,0.472,0.547,0.261,0.147,0.17,-0.209,25,0.144,0.028,0.327,-0.198,0.574,0.057,0.388,0.348,-0.406,-0.004,0.38,0.049,0.615,-0.019,-0.583,0.623,0.425,-0.83,0.339
1.679,89263,0.183,0.617,0.922,77.9,457.003,223.449,5108.411,148557,0.302,-0.185,0.21,-0.225,0.063,0.246,0.439,-0.355,-0.053,0.23,-0.402,-0.007,-0.007,0.166,0.268,19,0.259,0.137,0.217,0.164,0.607,0.641,-0.008,0.383,0.019,0.262,0.535,0.613,0.066,0.684,0.072,0.615,0.095,-0.715,0.354
1.466,87714,0.186,0.621,0.962,81.1,463.117,227.035,5205.712,137650,0.302,0.213,-0.026,-0.13,-0.579,0.276,-0.002,-0.672,0.409,0.356,-0.467,-0.221,-0.017,0.171,0.387,18,-0.007,0.143,0.322,0.491,0.439,0.053,-0.296,0.795,-0.155,0.121,0.587,0.057,0.829,0.438,0.392,0.648,0.466,-1.0,1.0
1.715,92532,0.17,0.593,0.782,79.9,435.747,219.049,5068.625,153883,0.279,0.178,0.357,0.023,-0.043,-0.344,0.155,-0.514,0.352,0.788,-0.462,-0.344,-0.346,0.2,0.585,17,0.125,0.043,0.459,0.55,-0.481,0.031,0.319,0.539,0.369,-0.03,0.476,0.187,1.0,0.676,-0.373,-0.459,0.249,-0.591,0.924
0.971,48237,0.104,0.723,0.598,80.7,382.844,209.073,4842.559,83535,0.327,-0.097,-0.632,0.193,0.183,-0.665,0.372,-0.14,0.363,-0.621,0.012,0.225,0.219,0.504,0.833,43,0.91,0.105,0.506,0.173,0.241,0.034,0.084,0.637,0.54,0.046,0.401,0.449,0.697,0.42,0.006,-0.093,0.265,-0.579,0.635
1.064,46808,0.088,0.624,0.464,78.5,369.317,218.444,5120.714,85744,0.291,-0.01,0.118,-0.268,0.275,-0.454,0.592,0.066,0.382,0.414,0.134,0.113,-0.014,0.172,0.393,16,0.162,0.076,0.156,-0.212,0.458,0.02,0.08,0.593,-0.047,0.434,0.372,0.655,0.016,0.667,-0.04,0.354,-0.038,-0.924,0.18
1.149,48147,0.058,0.556,0.318,80.6,380.835,212.271,5162.966,85655,0.349,-0.451,0.181,-0.188,0.021,-0.035,0.633,-0.494,0.16,0.375,-0.231,0.369,0.486,0.236,-0.196,19,0.018,0.095,0.866,0.544,-0.425,0.063,0.13,0.764,-0.053,-0.075,0.424,0.202,-0.027,0.171,0.004,-0.623,0.604,-0.706,0.891
2.095,96562,0.178,0.544,0.923,80.0,421.837,213.291,5485.915,156362,0.324,0.144,0.25,0.092,0.352,-0.546,0.512,0.382,0.543,0.943,0.142,-0.384,-0.413,0.213,-0.526,17,0.066,0.017,0.622,-0.225,-0.251,0.003,0.421,0.835,-0.004,0.548,0.514,0.593,0.029,0.697,0.012,0.329,0.257,0.682,0.371
1.419,94730,0.189,0.604,0.881,78.7,446.767,222.418,5146.638,154264,0.102,0.366,0.304,0.264,-0.239,0.356,0.467,0.078,1.0,1.0,0.007,-0.847,-0.772,0.538,0.001,17,0.132,0.145,0.683,0.143,1.0,0.069,-0.167,-0.455,0.918,0.01,0.598,-0.925,-1.0,0.979,0.977,-0.669,0.994,-0.991,0.955
1.317,100218,0.182,0.694,0.864,80.8,428.832,226.709,5063.274,170799,0.263,0.441,0.039,0.266,0.431,0.367,0.847,-0.579,0.506,1.0,0.764,0.701,0.392,0.5,-0.091,25,0.905,0.076,0.75,0.594,0.405,0.547,-0.023,0.441,0.401,0.141,0.534,1.0,0.772,0.482,0.516,-1.0,0.415,-0.428,0.712
1.714,89503,0.2,0.676,0.946,79.0,463.954,218.573,5362.561,133846,0.374,-0.056,-0.639,-0.362,-0.363,-0.648,0.514,-0.91,0.17,0.426,0.227,0.406,0.482,0.218,-0.861,19,-0.04,0.118,0.425,0.946,0.346,0.643,0.556,0.834,-0.047,0.016,0.61,0.5,0.051,0.025,0.041,-0.412,0.729,-0.323,0.853
1.221,53359,0.101,0.589,0.516,80.9,375.518,212.949,5548.902,97401,0.216,-0.044,-0.237,0.212,0.018,-0.587,0.002,-0.486,0.389,0.804,0.423,0.162,0.204,0.776,0.733,27,0.86,0.082,0.514,0.558,-0.009,0.084,0.007,0.435,0.044,0.996,0.395,0.578,0.054,-0.113,0.029,-0.148,0.691,-0.356,0.451
1.999,92070,0.197,0.572,0.864,79.6,427.599,219.504,5288.13,143953,0.152,0.035,0.006,0.034,0.185,-0.363,0.44,-0.465,0.461,-0.011,0.135,0.144,0.006,0.207,0.148,23,0.65,0.13,0.278,0.535,0.22,0.009,0.071,0.228,0.33,-0.021,0.473,0.48,0.476,0.338,0.284,-0.335,0.532,-0.604,0.46
1.651,101355,0.193,0.648,0.888,79.9,457.299,223.309,5131.946,135058,0.264,0.162,-0.487,-0.026,-0.16,-0.515,0.38,-1.0,0.615,0.161,-0.354,0.646,0.393,0.193,0.373,18,0.006,0.099,0.196,0.992,-0.382,0.478,0.224,0.998,0.108,0.857,0.546,0.833,0.037,0.887,0.016,-0.478,0.117,-0.343,0.264
1.33,91613,0.194,0.637,0.851,80.0,476.123,220.397,5532.841,136816,0.332,0.344,-0.529,-0.307,0.384,0.32,-0.178,-1.0,-0.414,0.58,-0.209,-0.232,-0.39,0.191,-0.224,19,0.204,0.055,0.289,0.957,0.225,0.425,-0.215,0.173,0.657,0.027,0.568,1.0,1.0,0.637,-0.427,-0.96,1.0,-0.804,0.798
2.336,101947,0.147,0.571,0.84,79.1,448.687,218.692,5083.576,163331,0.339,0.24,-0.373,0.158,0.157,0.033,0.334,-1.0,0.763,1.0,-0.461,0.219,0.06,0.234,0.433,19,0.136,0.08,0.074,1.0,0.815,0.598,-0.374,0.541,0.036,0.041,0.575,0.361,0.027,0.045,0.068,0.584,-0.659,-0.983,0.493
2.162,92379,0.174,0.656,0.717,80.9,444.648,226.76,5101.13,131558,0.354,0.394,-0.41,0.278,-0.521,-0.782,0.147,-1.0,0.457,-0.541,-0.581,-0.658,-0.758,0.5,0.011,35,0.624,0.121,0.396,1.0,-0.425,0.708,-0.232,0.661,-0.851,0.06,0.52,0.979,0.809,0.288,0.086,-0.474,-0.012,-0.563,0.967
1.514,94043,0.192,0.574,0.92,80.0,464.161,219.798,5419.908,132078,0.231,0.203,-0.581,-0.023,-0.376,-0.061,-0.005,-0.045,-0.24,0.862,0.488,0.204,0.001,0.215,-0.695,17,0.225,0.048,0.242,0.197,0.374,0.702,0.099,0.902,-0.513,-0.045,0.581,-0.041,0.889,0.809,0.731,0.498,0.274,0.304,0.411
1.803,52649,0.106,0.654,0.538,76.6,397.059,212.786,4914.099,96512,0.167,-0.011,-0.391,0.178,0.161,-0.505,-0.04,-0.423,0.411,0.209,-0.01,0.568,0.485,0.192,0.404,21,0.646,0.12,0.322,0.56,0.34,0.072,-0.622,0.916,-0.116,1.0,0.45,0.586,0.007,0.758,-0.073,-0.787,-0.345,-0.689,0.481
1.302,89530,0.158,0.572,0.856,75.7,409.319,225.997,5257.225,139902,0.203,-0.179,0.209,-0.131,-0.193,-0.389,0.28,-0.084,0.392,0.409,0.518,0.184,0.244,0.21,-0.784,19,-0.009,0.109,0.188,0.019,-0.511,0.344,-0.109,0.169,-0.001,0.233,0.445,0.103,-0.064,0.1,-0.024,0.312,0.685,-0.815,0.285
1.623,102499,0.176,0.522,0.889,81.2,442.024,219.864,5038.976,138550,0.297,0.434,-0.244,-0.29,-0.799,-0.814,0.024,-0.537,1.0,0.403,-0.754,0.36,0.378,0.5,-0.016,22,0.65,0.011,0.579,0.635,-0.599,0.552,-0.171,0.434,-0.054,-0.096,0.571,0.817,1.0,0.817,-0.561,-0.666,1.0,-0.561,1.0
2.134,98007,0.181,0.551,0.852,77.9,478.383,210.153,5252.118,157020,0.156,-0.406,-0.845,0.056,-0.417,-0.181,0.038,0.559,0.679,0.029,-0.121,0.451,-0.269,0.23,0.597,16,0.001,0.131,0.157,-0.393,0.589,0.003,-0.01,0.976,-0.134,0.926,0.663,-1.0,-0.0,0.739,0.013,-0.845,-1.0,0.51,-0.493
1.531,97592,0.176,0.581,0.923,77.9,454.848,222.73,4965.266,133815,0.294,-0.475,0.016,-0.213,-0.588,-0.432,0.088,-0.474,0.435,0.002,-0.054,0.175,0.579,0.218,-0.39,18,0.229,0.083,0.113,0.48,-0.046,0.561,-0.093,-0.305,-0.041,0.729,0.554,-0.094,0.003,-0.414,-0.03,0.338,-1.0,-0.812,-0.173
2.369,94772,0.182,0.704,0.87,80.7,460.288,227.41,5086.192,144231,0.163,0.215,-0.258,0.25,-0.846,-0.717,0.317,-0.008,0.394,0.203,-0.64,-0.407,-0.579,0.181,-0.562,19,0.169,0.14,0.358,0.223,-0.253,0.648,0.022,0.867,-0.008,-0.049,0.564,0.077,0.473,0.211,-0.455,0.972,0.716,-0.895,0.209
